City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Pavagada,IN,14.1,77.2667,77.38,69,100,4.5,overcast clouds
697,Birjand,IR,32.8663,59.2211,50.47,12,0,6.91,clear sky
698,Nizhnevartovsk,RU,60.9344,76.5531,35.62,80,0,4.47,clear sky
699,Puerto Escondido,MX,15.85,-97.0667,86.83,66,75,10.36,broken clouds
700,Oyon,PE,-10.6681,-76.7731,53.44,74,100,3.91,heavy intensity rain
701,Kutum,SD,14.2,24.6667,79.21,21,80,12.39,broken clouds
702,Byron Bay,AU,-28.65,153.6167,65.05,93,94,4.56,overcast clouds
703,Verkhnevilyuysk,RU,63.4453,120.3167,25.32,95,99,5.17,overcast clouds
704,Batagay,RU,67.6333,134.6333,9.95,96,100,2.26,overcast clouds
705,Maraa,BR,-1.8333,-65.3667,87.66,62,97,3.36,overcast clouds
706,Plouzane,FR,48.3833,-4.6167,53.92,87,90,25.32,light rain
707,Biskupiec,PL,53.8647,20.9569,58.82,53,100,20.31,light rain
708,Maku,IR,39.2911,44.4521,49.57,55,12,1.66,few clouds
709,Mount Isa,AU,-20.7333,139.5,76.77,44,75,3.44,light rain
710,Osoyoos,CA,49.0331,-119.4524,59.14,67,100,6.91,overcast clouds
711,Zhangjiakou,CN,40.81,114.8794,36.43,38,1,6.24,clear sky
712,Kloulklubed,PW,7.0419,134.2556,81.48,79,100,9.95,overcast clouds
